,section,byline,title,abstract,class,print_page,pub_date,type_of_material,class_le,byline_le,section_le,type_of_material_le,title_clean,abstract_clean,title_vec_avg,abstract_vec_avg,title_len,abstract_len,capital_letters,title_punct_num,abstract_punct_num,title_!,abstract_!,title_?,abstract_?,authors_num,coauthors,sections_grouped,title_ner,title_ner_type,ners_num,ner_GPE,ner_PERSON,ner_ORG,ner_MONEY,ner_NORP,pub_day_of_week,title_sentiment,abstract_sentiment,countries
2309,Sports,Bill Pennington,"With a Fourth World Cup Overall Title, Mikaela Shiffrin Is Back on Top",The skier said she was “embarrassed” by failing to win a medal in any of her five Beijing Olympic events. Turns out she was in it for the yearlong haul.,all,11.0,2022-03-17 19:19:25+00:00,News,0,102.0,20.0,2.0,"fourth world cup overall title, mikaela shiffrin back top",skier said “embarrassed” failing win medal five beijing olympic events. turns yearlong haul.,-0.013542908,-0.011151869,13,30,11,1,2,0,0,0,0,1,0,1,"['Fourth World Cup Overall Title', 'Mikaela Shiffrin']","['EVENT', 'PERSON']",2,0.0,0.0,0.0,0.0,0.0,3.0,0.2023,0.5574,[]
3524,Education,Maria Cramer and Eduardo Medina,M.I.T. Will Again Require SAT and ACT Scores,"The university said it was reinstating the admissions requirement, which it had waived in 2020 and 2021 because of the pandemic, for the 2022-23 application cycle.",all,0.0,2022-03-29 01:26:34+00:00,News,0,485.0,7.0,2.0,m.i.t. require sat act scores,"university said reinstating admissions requirement, waived 2020 2021 pandemic, 2022-23 application cycle.",-0.013320306,0.0056011193,8,26,13,3,4,0,0,0,0,1,0,3,['M.I.T.'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,[]
739,Opinion,Linda Greenhouse,What Kind of Story Will Ketanji Brown Jackson Tell Her Fellow Justices?,"Diversity has many dimensions, perspective among them.",all,7.0,2022-03-04 10:00:11+00:00,Op-Ed,0,439.0,15.0,5.0,kind story ketanji brown jackson tell fellow justices?,"diversity many dimensions, perspective among them.",-0.011867484,-0.00254485,12,7,11,1,2,0,0,1,0,1,0,7,['Will Ketanji'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,[]
2334,World,"Andrew E. Kramer, Michael Schwirtz and Eric Nagourney","Survivors Emerge From a Bombed Theater, but Ukraine’s Suffering Grows","Russia continues to devastate cities and hit civilians, as Ukrainian forces strike back and peace talks drag on.",all,1.0,2022-03-17 22:14:02+00:00,News,0,54.0,30.0,2.0,"survivors emerge bombed theater, ukraine’s suffering grows","russia continues devastate cities hit civilians, ukrainian forces strike back peace talks drag on.",-0.0074775964,-0.011591745,10,18,8,1,2,0,0,0,0,2,1,5,['Ukraine'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,3.0,-0.631,-0.4588,['Ukraine']
3394,Crosswords & Games,Rachel Fabi,In a Strange Way,Leslie Rogers punctuates her puzzle.,all,0.0,2022-03-27 22:00:04+00:00,News,0,603.0,6.0,2.0,strange way,leslie rogers punctuates puzzle.,-0.017288532,-0.011192079,4,5,3,0,1,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,6.0,-0.2023,0.0,[]
2509,World,Steven Erlanger,"Putin Isn’t Yet Ready for Talks With Zelensky, Turkish Official Says",Turkey is trying to mediate between Ukraine and Russia and bring an end to the war. But a senior Turkish official said that Russia was in no hurry.,all,14.0,2022-03-19 13:15:35+00:00,News,0,680.0,30.0,2.0,"putin isn’t yet ready talks zelensky, turkish official says",turkey trying mediate ukraine russia bring end war. senior turkish official said russia hurry.,-0.004567917,-0.01261279,11,28,10,1,2,0,0,0,0,1,0,5,"['Putin', 'Zelensky', 'Turkish']","['PERSON', 'PERSON', 'NORP']",3,0.0,1.0,0.0,0.0,0.0,5.0,0.3612,-0.6428,[]
1051,World,Adeel Hassan,The pandemic’s official global toll surpasses 6 million known virus deaths.,"And stark vaccination disparities between countries remain, leaving the entire world vulnerable to the threat of a new, deadly variant.",all,13.0,2022-03-07 17:48:17+00:00,News,0,8.0,30.0,2.0,pandemic’s official global toll surpasses 6 million known virus deaths.,"stark vaccination disparities countries remain, leaving entire world vulnerable threat new, deadly variant.",0.0041588955,-0.008080593,11,20,1,1,3,0,0,0,0,1,0,5,['6 million'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6486,[]
1955,Technology,David McCabe,How California Is Building the Nation’s First Privacy Police,"A new state agency has a $10 million budget to regulate Google, Facebook and others. But first it needs to be created.",all,1.0,2022-03-15 07:02:33+00:00,News,0,197.0,23.0,2.0,california building nation’s first privacy police,"new state agency $10 million budget regulate google, facebook others. first needs created.",-0.0072586737,0.0004081291,9,22,8,0,4,0,0,0,0,1,0,3,"['California', 'First Privacy Police']","['GPE', 'ORG']",2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3612,['California']
439,Well,Gretchen Reynolds,Stronger Muscles in 3 Seconds a Day,Men and women who briefly contracted their arm muscles as hard as possible once daily increased their biceps strength by up to 12 percent in a month.,all,6.0,2022-03-02 12:19:14+00:00,News,0,281.0,29.0,2.0,stronger muscles 3 seconds day,men women briefly contracted arm muscles hard possible daily increased biceps strength 12 percent month.,0.009765679,-0.0061235754,7,27,4,0,1,0,0,0,0,1,0,2,['3 Seconds'],['TIME'],1,0.0,0.0,0.0,0.0,0.0,2.0,0.3818,0.5994,[]
2180,Sports,Alanis Thames,The Players Throwing It Back (to the Basket),"While bigs are increasingly encouraged to develop a 3-point shot, Kentucky’s Oscar Tshiebwe and Illinois’s Kofi Cockburn are averaging double-doubles with their efforts in the post.",all,11.0,2022-03-16 22:43:56+00:00,News,0,14.0,20.0,2.0,players throwing back (to basket),"bigs increasingly encouraged develop 3-point shot, kentucky’s oscar tshiebwe illinois’s kofi cockburn averaging double-doubles efforts post.",0.0106200315,0.006371588,8,26,6,2,4,0,0,0,0,1,0,1,"['The Players Throwing It Back', 'Basket']","['WORK_OF_ART', 'LOC']",2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3612,[]
1703,Times Insider,Aaron Reiss and Denise Lu,Bilingual Signs Are Disappearing in Chinatown. We Investigated.,"To document a fading street-sign program in New York City, three journalists had to put on their walking shoes.",all,2.0,2022-03-12 12:00:08+00:00,News,0,1.0,26.0,2.0,bilingual signs disappearing chinatown. investigated.,"document fading street-sign program new york city, three journalists put walking shoes.",5.8422884e-05,0.0015388312,8,19,7,2,3,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,[]
2544,World,Sabrina Tavernise,‘I Don’t Have the Right to Cry’: Ukrainian Women Share Their Stories of Escape,"In war, things can change quickly. A New York Times reporter wanted to capture — in whatever blurry way one can in a war — this moment in this war, three weeks in.",all,12.0,2022-03-20 07:00:15+00:00,News,0,632.0,30.0,2.0,‘i don’t right cry’: ukrainian women share stories escape,"war, things change quickly. new york times reporter wanted capture — whatever blurry way one war — moment war, three weeks in.",-0.019320967,-0.00245346,14,33,11,1,4,0,0,0,0,1,0,5,[],[],0,0.0,0.0,0.0,0.0,0.0,6.0,0.4404,-0.9303,[]
2480,Technology,Daisuke Wakabayashi,Lawsuit Accuses Google of Bias Against Black Employees,The lawsuit echoes many of the complaints Black employees have expressed over the years about working at the company.,all,4.0,2022-03-18 23:58:29+00:00,News,0,171.0,23.0,2.0,lawsuit accuses google bias black employees,lawsuit echoes many complaints black employees expressed years working company.,-0.022430155,-0.0041239737,8,19,7,0,1,0,0,0,0,1,0,3,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5719,-0.5574,[]
1028,Arts,Jennifer Schuessler,Two ‘Leftist Bros’ Dive Into Conservatism to ‘Know Your Enemy’,"The podcast hosted by Matthew Sitman and Sam Adler-Bell offers history lessons that middle-aged liberals, young socialists and even some conservatives can love.",all,1.0,2022-03-07 15:00:13+00:00,News,0,341.0,0.0,2.0,two ‘leftist bros’ dive conservatism ‘know enemy’,"podcast hosted matthew sitman sam adler-bell offers history lessons middle-aged liberals, young socialists even conservatives love.",-0.013441257,-0.006359071,10,23,9,0,4,0,0,0,0,1,0,1,['Two'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6369,[]
2277,Movies,A.O. Scott,‘Ahed’s Knee’ Review: A Filmmaker’s Agony in the Desert,"Nadav Lapid’s new film, about a brooding director much like himself, is a howl of rage at the state of Israeli society.",all,8.0,2022-03-17 15:56:15+00:00,Review,0,0.0,12.0,6.0,‘ahed’s knee’ review: filmmaker’s agony desert,"nadav lapid’s new film, brooding director much like himself, howl rage state israeli society.",-0.014403725,-0.013331728,9,22,7,1,3,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,-0.4215,-0.25,[]
1903,Opinion,Peter Coy,Here Are Three Reasons Putin Might Fight On,His invasion of Ukraine has been a disaster. But that doesn’t mean he’ll stop.,all,0.0,2022-03-14 19:00:05+00:00,Op-Ed,0,597.0,15.0,5.0,three reasons putin might fight,invasion ukraine disaster. doesn’t mean he’ll stop.,0.007602097,-0.009712377,8,14,8,0,2,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3818,-0.6542,[]
2196,Sports,Jonathan Ellis,My Bracket Has a Final Score Tiebreaker. What Should I Write In?,Here’s a look at the average scores and average combined scores of recent college basketball national championship games.,all,0.0,2022-03-17 00:22:14+00:00,News,0,372.0,20.0,2.0,bracket final score tiebreaker. write in?,here’s look average scores average combined scores recent college basketball national championship games.,-0.0024210946,-0.0054747933,12,18,11,2,1,0,0,1,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4404,[]
3541,Books,Sandra Newman,"In a Climate Crisis, the Future Relies Alarmingly on Big Tech","With her novel “A House Between the Earth and the Moon,” Rebecca Scherm creates a world that embodies the anxiety and indignity of our times.",all,0.0,2022-03-29 09:00:03+00:00,Review,0,641.0,1.0,6.0,"climate crisis, future relies alarmingly big tech","novel “a house earth moon,” rebecca scherm creates world embodies anxiety indignity times.",-0.0070727323,-0.011654905,11,25,8,1,2,0,0,0,0,1,0,1,"['a Climate Crisis', 'Big Tech']","['EVENT', 'ORG']",2,0.0,0.0,0.0,0.0,0.0,1.0,-0.8271,0.4019,[]
1671,World,Adeel Hassan,"With a lot of the world yet to be vaccinated, protesters demand that the technology be shared.",Scattered demonstrations around the globe on Friday seeking to waive intellectual property rights for Covid vaccines punctuated the second anniversary of the World Health Organization’s declaring the contagion a pandemic.,all,0.0,2022-03-11 23:53:29+00:00,News,0,8.0,30.0,2.0,"lot world yet vaccinated, protesters demand technology shared.",scattered demonstrations around globe friday seeking waive intellectual property rights covid vaccines punctuated second anniversary world health organization’s declaring contagion pandemic.,-0.007967278,0.0033792618,17,30,1,2,1,0,0,0,0,1,0,5,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0772,[]
3797,Sports,Andrew Keh,U.S. Seals Its Return to World Cup,"Five years after a calamitous night cost the U.S. men a World Cup place, a new generation took the field in Costa Rica and claimed a berth in the tournament.",all,9.0,2022-03-31 03:02:53+00:00,News,0,56.0,20.0,2.0,u.s. seals return world cup,"five years calamitous night cost u.s. men world cup place, new generation took field costa rica claimed berth tournament.",0.0038460111,-0.009445982,7,30,7,2,4,0,0,0,0,1,0,1,"['U.S.', 'World Cup']","['GPE', 'EVENT']",2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,['U.S.']
1627,Food,Melissa Clark,The Case for Induction Cooking,"As the perils of cooking with gas become more apparent, there’s ever more reason for cooks to turn to these flameless, easy-to-clean ranges.",all,1.0,2022-03-11 18:15:48+00:00,News,0,519.0,8.0,2.0,case induction cooking,"perils cooking gas become apparent, there’s ever reason cooks turn flameless, easy-to-clean ranges.",0.012098819,-0.0015393575,5,23,4,0,5,0,0,0,0,1,0,2,['The Case for Induction Cooking'],['WORK_OF_ART'],1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,[]
216,U.S.,"Luke Broadwater, Emily Cochrane and Zolan Kanno-Youngs","Bracing for Biden and Protests, Officials Fortify the Capitol","A security fence, National Guard troops and more police surround the Capitol in preparation for the State of the Union address and a possible truck convoy of protesters.",all,19.0,2022-03-01 00:26:13+00:00,News,0,460.0,28.0,2.0,"bracing biden protests, officials fortify capitol","security fence, national guard troops police surround capitol preparation state union address possible truck convoy protesters.",-0.00846903,0.0031221656,9,28,6,1,2,0,0,0,0,2,1,6,"['Biden', 'Capitol']","['PERSON', 'ORG']",2,0.0,1.0,0.0,0.0,0.0,1.0,-0.2263,0.128,[]
2415,Business Day,Stanley Reed,How one energy company C.E.O. is trying to keep the lights on in Ukraine.,"DTEK, a prominent Ukrainian power company, arranges for soldiers to escort its emergency repair crews to reach damaged transmission lines.",all,5.0,2022-03-18 12:50:05+00:00,News,0,675.0,4.0,2.0,one energy company c.e.o. trying keep lights ukraine.,"dtek, prominent ukrainian power company, arranges soldiers escort emergency repair crews reach damaged transmission lines.",-0.0031168484,-0.0035877216,14,20,5,4,3,0,0,0,0,1,0,4,"['one', 'C.E.O.', 'Ukraine']","['CARDINAL', 'ORG', 'GPE']",3,0.0,0.0,0.0,0.0,0.0,4.0,0.2732,-0.4767,['Ukraine']
2422,Arts,Javier C. Hernández,Russian Conductor Will Not Appear With New York Philharmonic,"Tugan Sokhiev, who resigned from two posts after facing pressure to condemn the invasion of Ukraine, will not perform with the orchestra because of the war.",all,5.0,2022-03-18 14:00:09+00:00,News,0,330.0,0.0,2.0,russian conductor appear new york philharmonic,"tugan sokhiev, resigned two posts facing pressure condemn invasion ukraine, perform orchestra war.",-0.008129489,-0.00044328373,9,26,9,0,3,0,0,0,0,1,0,1,"['Russian', 'New York']","['NORP', 'ORG']",2,0.0,0.0,0.0,0.0,1.0,4.0,0.0,-0.8658,[]
2763,Business Day,Katie Robertson,Top Editors to Leave BuzzFeed News Ahead of Newsroom Cuts,"Mark Schoofs, the site’s editor in chief, is among the departures. The chief executive said BuzzFeed News would need to “prioritize the areas of coverage our audience connects with the most.”",all,4.0,2022-03-22 14:14:20+00:00,News,0,406.0,4.0,2.0,top editors leave buzzfeed news ahead newsroom cuts,"mark schoofs, site’s editor chief, among departures. chief executive said buzzfeed news would need “prioritize areas coverage audience connects most.”",-0.009410817,-0.015817273,10,31,9,0,4,0,0,0,0,1,0,4,['Leave BuzzFeed News Ahead'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,-0.1531,0.0,[]
3431,U.S.,Zolan Kanno-Youngs and Alan Rappeport,Biden Aims to Boost Military and Social Spending in 2023 Budget,The president will unveil his latest budget proposal amid a war in Ukraine and concerns at home about rising costs.,all,0.0,2022-03-28 09:00:16+00:00,News,0,742.0,28.0,2.0,biden aims boost military social spending 2023 budget,president unveil latest budget proposal amid war ukraine concerns home rising costs.,0.0036395146,0.0044113914,11,20,7,0,1,0,0,0,0,1,0,6,"['Biden Aims', 'Boost Military', 'Social Spending', '2023']","['ORG', 'ORG', 'ORG', 'CARDINAL']",4,0.0,0.0,1.0,0.0,0.0,0.0,0.4019,-0.5994,[]
2718,Technology,David Yaffe-Bellany,Bitcoin Miners Want to Recast Themselves as Eco-Friendly,"Facing intense criticism, the crypto mining industry is trying to change the view that its energy-guzzling computers are harmful to the climate.",all,1.0,2022-03-22 07:00:16+00:00,News,0,205.0,23.0,2.0,bitcoin miners want recast eco-friendly,"facing intense criticism, crypto mining industry trying change view energy-guzzling computers harmful climate.",-0.0007153956,-0.005361542,8,22,7,1,3,0,0,0,0,1,0,3,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,0.0772,-0.3818,[]
1566,U.S.,Annie Karni,"Bracing for Losses, Democrats Look to Biden for a Reset","At a party retreat in Philadelphia, House Democrats hoped the president would offer a winning strategy heading into a challenging midterm election season.",all,15.0,2022-03-11 10:00:16+00:00,News,0,69.0,28.0,2.0,"bracing losses, democrats look biden reset","party retreat philadelphia, house democrats hoped president would offer winning strategy heading challenging midterm election season.",-0.014080974,-0.0044270307,10,23,6,1,2,0,0,0,0,1,0,6,"['Democrats', 'Biden']","['NORP', 'PERSON']",2,0.0,0.0,0.0,0.0,1.0,4.0,-0.4019,0.8779,[]
2086,Opinion,Thomas B. Edsall,"‘We Want People That Are Going to Fight the Left,’ Says the Man Out-Trumping Trump",Ron DeSantis might well match or exceed the former president as liberals’ worst nightmare.,all,0.0,2022-03-16 09:00:13+00:00,Op-Ed,0,698.0,15.0,5.0,"‘we want people going fight left,’ says man out-trumping trump",ron desantis might well match exceed former president liberals’ worst nightmare.,-0.006440636,-0.015835902,15,14,13,2,1,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3182,-0.4588,[]
2667,U.S.,Glenn Thrush,"As Republicans prepare to grill Jackson, they are re-litigating Kavanaugh’s confirmation battle.","Republicans, in justifying criticism of the first Black woman nominated to the court, repeatedly invoked Democrats’ attacks on Justice Brett M. Kavanaugh.",all,0.0,2022-03-21 18:59:44+00:00,News,0,274.0,28.0,2.0,"republicans prepare grill jackson, re-litigating kavanaugh’s confirmation battle.","republicans, justifying criticism first black woman nominated court, repeatedly invoked democrats’ attacks justice brett m. kavanaugh.",-0.0035499195,-0.014577668,12,22,4,3,4,0,0,0,0,1,0,6,"['Republicans', 'Jackson', 'Kavanaugh']","['NORP', 'PERSON', 'PERSON']",3,0.0,0.0,0.0,0.0,1.0,0.0,-0.3818,-0.34,[]
324,World,Azi Paybarah and Maria Cramer,"After Burning for Days, a Ship Carrying Thousands of Luxury Cars Sinks","The ship, the Felicity Ace, was carrying about 4,000 vehicles, including Bentleys and Porsches, when it caught fire on Feb. 16. On Tuesday morning, it sank.",all,0.0,2022-03-01 17:40:05+00:00,News,0,86.0,30.0,2.0,"burning days, ship carrying thousands luxury cars sinks","ship, felicity ace, carrying 4,000 vehicles, including bentleys porsches, caught fire feb. 16. tuesday morning, sank.",0.0027028322,-0.008084154,12,26,9,1,9,0,0,0,0,1,0,5,['Days'],['DATE'],1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.34,[]
3505,Briefing,Jonathan Wolfe,Shanghai’s lockdown,China’s largest outbreak since the beginning of the pandemic is now gripping Shanghai.,all,0.0,2022-03-28 22:03:00+00:00,News,0,378.0,2.0,2.0,shanghai’s lockdown,china’s largest outbreak since beginning pandemic gripping shanghai.,-0.0056484207,-0.0012480633,2,13,1,0,1,0,0,0,0,1,0,4,['Shanghai'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Shanghai']
