,section,byline,title,abstract,class,print_page,pub_date,type_of_material
1195,U.S.,By Mike Ives,Pentagon Will Close Hawaii Fuel Depot That Leaked Petroleum,"A November leak at the fuel-storage facility contaminated drinking water, forcing more than 3,000 military families to leave their homes for temporary accommodation.",all,20,2022-03-08T09:24:10+0000,News
1196,Books,By Eric Foner,The Hidden Story of the North’s Victory in the Civil War,Roger Lowenstein’s “Ways and Means” offers a fresh perspective on the Civil War by explaining the importance of financing.,all,10,2022-03-08T10:00:03+0000,Review
1197,Books,By Rachel Donadio,A French Feminist Tells Us to Embrace Our Inner Hag,"“In Defense of Witches,” Mona Chollet’s exploration of the life and times of a polarizing archetype, was a divisive best seller in her native France.",all,10,2022-03-08T10:00:03+0000,Review
1198,Books,By Mary Pols,A Thriller Wrapped in a Story of Sisters and First Love,“Ocean State” is Stewart O’Nan’s latest addition to an oeuvre that specializes in family drama.,all,8,2022-03-08T10:00:03+0000,Review
1199,Books,By Carlos Rojas,Speaking in Tongues: Novels in Translation From Around the World,"A South Korean female assassin, an Italian child of deaf parents, an intercaste marriage in Tamil Nadu.",all,22,2022-03-08T10:00:07+0000,News
1200,Opinion,By Daniela J. Lamas,Why Do Some People Never Get Covid?,"Two years into the pandemic, a Covid mystery remains.",all,4,2022-03-08T10:00:10+0000,Op-Ed
1201,Business Day,By Stanley Reed,The Future Turns Dark for Russia’s Oil Industry,An exodus by Western companies and disdain for Russian oil signal the start of a reckoning.,all,1,2022-03-08T10:00:12+0000,News
1202,Food,By Tejal Rao,Where to Eat Great Lao Food Around Los Angeles,"Find the deep, delicious flavors of this mighty Southeast Asian cuisine at these spots in the city and Orange County.",all,,2022-03-08T10:00:12+0000,News
1203,Opinion,By Maia Bloomfield Cucchiara,Too Many Americans Don’t Understand What Happens in Their Schools,Why was the pandemic so disruptive to education?,all,26,2022-03-08T10:00:12+0000,Op-Ed
1204,Opinion,By ‘The Ezra Klein Show',Fiona Hill on the War Putin Is Really Fighting,"A discussion on the Russian president’s motivations, the West’s response and how the conflict could play out.",all,,2022-03-08T10:00:14+0000,Op-Ed
1205,Opinion,By Ilya Somin,How the U.S. Can Help Refugees (and Weaken Vladimir Putin),Opening our doors would ease the suffering caused by Vladimir Putin’s invasion and strengthen our position against him.,all,19,2022-03-08T10:00:15+0000,Op-Ed
1206,New York,By Alyson Krueger,New York’s Russian Restaurants Feel War’s Impact,"Most owners are antiwar, and many of them are from Ukraine. But customer numbers are down all the same.",all,4,2022-03-08T10:00:15+0000,News
1207,New York,By Dana Rubinstein and Katie Glueck,Socialists’ Response to War in Ukraine Has Put Some Democrats on Edge,The Democratic Socialists of America’s view that U.S. “imperialist expansionism” through NATO fueled Russia’s invasion has created challenges for politicians aligned with the group.,all,20,2022-03-08T10:00:16+0000,News
1208,U.S.,By Dana Goldstein,It’s ‘Alarming’: Children Are Severely Behind in Reading,"The fallout from the pandemic is just being felt. “We’re in new territory,” educators say.",all,12,2022-03-08T10:00:16+0000,News
1209,Travel,By Cindy Hirschfeld,Is This the End of the Trail Map?,"At ski resorts around the country, the familiar paper map is disappearing, as mountains push skiers to use apps and other digital resources. But some skiers are pushing back.",all,,2022-03-08T10:00:21+0000,News
1210,Real Estate,By Tim McKeough,A San Francisco Renovation Inspired by ‘American Gigolo’,"When an interior designer and a software engineer set about renovating their new house, they had no idea what it would ultimately involve.",all,9,2022-03-08T10:00:23+0000,News
1211,World,By Neil MacFarquhar,Two Days of Russian News Coverage: An Alternate Reality of War,To watch news broadcasts of the fighting in Ukraine on the main state channels in Russia is to witness the extent of the Kremlin’s efforts to sanitize its war.,all,9,2022-03-08T10:00:23+0000,News
1212,Sports,By Jeré Longman,"On a Dirt Court, a Ravaged School Planted the Seeds of a Championship","A Louisiana high school lost its gym when a hurricane tore through town. Practicing on a dirt court, the girls’ basketball team adopted a defiant motto: No gym, no problem.",all,7,2022-03-08T10:00:24+0000,News
1213,World,By Choe Sang-Hun,"Meet South Korea’s Swing Voters: Young, Broke and Angry","Frustrated over housing prices, a lack of job opportunities and a widening income gap, the once-reliable voting bloc is undecided and will most likely elect the next president.",all,4,2022-03-08T10:00:26+0000,News
1214,World,By Pete McKenzie,How Maori Stepped In to Save a Towering Tree Crucial to Their Identity,"Tāne Mahuta, an ancient tree named after the god of forests in Māori mythology, is threatened by the slow creep of an incurable disease.",all,,2022-03-08T10:00:38+0000,News
1215,New York,By James Barron,Masked or Maskless? Now New York Students Can Choose.,Schoolchildren and their parents had a range of views on the day that the mandate requiring masks in schools was lifted.,all,,2022-03-08T10:02:00+0000,briefing
1216,Technology,By Bradford Pearson,Can A.I. Help Casinos Cut Down on Problem Gambling?,The opportunities seem endless. The reality is much more complicated.,all,,2022-03-08T10:02:26+0000,News
1217,Food,By Tejal Rao,"Once Obscured in the U.S., Lao Cooks Share and Celebrate Their Cuisine","At times spicy and bitter, salty and pungent, herbaceous and sour — Lao food is intensely delicious.",all,1,2022-03-08T10:02:46+0000,News
1218,Podcasts,"By Michael Barbaro, Rob Szypko, Rachelle Bonja, Chelsea Daniel, Rikki Novetsky, Patricia Willens, Paige Cowett, Dan Powell and Chris Wood",Why Zelensky Poses a Unique Threat to Putin,"As the war grinds on, Ukraine’s president is trying to reach out to Russian citizens — many of them remember him as a popular comedian.",all,,2022-03-08T11:00:05+0000,News
1219,Business Day,By Keith Bradsher,Companies stay in China despite political risks and travel limits.,"Worries about pandemic restrictions and trade relations are growing, but most American companies say they have no plans to move operations to other countries, a new survey shows.",all,4,2022-03-08T11:09:47+0000,News
1220,Briefing,By David Leonhardt,China’s Russia Problem,"Things were going very well for China, until the war in Ukraine.",all,,2022-03-08T11:36:51+0000,briefing
1221,World,By Marc Santora,"Battlefield reports are murky, but signs of Ukraine’s successes emerge.",The Ukrainian military claims to have killed thousands of Russian soldiers and destroyed hundreds of tanks and aircraft. Verifying the figures is challenging.,all,,2022-03-08T11:49:06+0000,News
1222,Opinion,By Alexandra Sifferlin,It’s Been Two Years Since the Pandemic Began. Where Do We Go From Here?,Writers reflect on our lingering questions.,all,,2022-03-08T11:52:52+0000,Op-Ed
1223,U.S.,By Alyssa Lukpat,"U.S. mask mandates are lifting quickly, but there are notable exceptions.","Mask mandates have disappeared rapidly in the last few weeks in the United States as Omicron cases have receded. But some school districts, cities and one state are holding out, and some teachers, parents and students fear that dropping mask mandates in schools is premature.",all,,2022-03-08T11:54:36+0000,News
1224,Business Day,"By Kevin Granville, Eshe Nelson and Stanley Reed",Shell says it will quit purchasing oil and gas from Russia.,"The oil giant said it would immediately halt spot purchases of Russian oil, but described other measures as a “phased withdrawal” as it seeks alternative sources.",all,5,2022-03-08T12:07:05+0000,News
1225,Opinion,,"Christie Brinkley, on Ukraine’s Nuclear Close Call",“This is a game of Russian roulette the world can’t afford to play!” the model and activist writes.,all,18,2022-03-08T12:32:49+0000,Letter
1226,Business Day,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",How Do You Invest in the Face of an Apocalypse?,Market strategists try to make sense of once-unthinkable scenarios.,all,,2022-03-08T12:46:43+0000,News
1227,The Learning Network,By Shannon Doyne,How Does Your Body React to Stress?,Tell us what you’ve noticed and how you deal with it.,all,,2022-03-08T12:47:52+0000,News
1228,New York,By Benjamin Weiser and Rebecca Davis O'Brien,Ghislaine Maxwell Juror Says He ‘Didn’t Lie’ to Get on Jury,The man’s statements to the news media after Ms. Maxwell’s conviction have clouded the guilty verdict in the case.,all,20,2022-03-08T13:00:05+0000,News
1229,World,By Isabella Kwai,W.H.O. condemns attacks on health care services in Ukraine and calls for safe passage for medical supplies.,"The organization has confirmed at least 16 attacks on the medical system, which is facing urgent supply shortages.",all,,2022-03-08T13:00:29+0000,News
1230,Business Day,By Coral Murphy Marcos and Eshe Nelson,Stocks fall again and energy prices climb as the West plans new barriers for Russian oil.,Gas prices hit a record in the United States. Stocks on Wall Street fell for their fourth consecutive day.,all,,2022-03-08T13:17:25+0000,News
1231,Business Day,By Adam Satariano,"Google is buying Mandiant, a cybersecurity firm, for $5.4 billion.",The deal is intended to help Google differentiate its cloud business from that of its rivals Amazon and Microsoft.,all,,2022-03-08T13:25:34+0000,News
1232,U.S.,By Soumya Karlamangla,Why So Many Billionaires Live in California,Blame Silicon Valley.,all,,2022-03-08T13:37:32+0000,briefing
1233,Movies,By Glenn Kenny,‘Calendar Girl’ Review: A Portrait of an Angel of Fashion,This documentary follows Ruth Finley to shows and tributes as she reluctantly brings her decades-long career to a close.,all,11,2022-03-08T13:52:30+0000,Review
1234,U.S.,By Eric Lipton and Ephrat Livni,Reality Intrudes on a Utopian Crypto Vision,The cryptocurrency boom has spawned enterprises democratically governed by a community of users. Or that’s the theory. Making it work has been much messier.,all,1,2022-03-08T13:52:32+0000,News
1235,Crosswords & Games,By Alexis Benveniste,Nobel Prize Winning Women in the Tuesday Crossword Puzzle,"In more than 100 years, 943 people have won Nobel Prizes. Only 58 of them have been women.",all,2,2022-03-08T14:00:04+0000,News
1236,Science,By Sam Jones,"Like Cheetahs, Ancient Ocean Creatures May Have Moved With a Gallop","Long before vertebrates moved to land, a study finds, some organisms moved with asymmetrical gaits.",all,2,2022-03-08T14:00:10+0000,News
1237,Arts,By Desiree Ibekwe,"‘Peaky Blinders’ Is Ending, but Its Fans Aren’t Done Just Yet","In Britain, where the final season is airing, the crime drama has a dedicated fan base who love to bring (certain) elements of the show to life.",all,,2022-03-08T14:01:30+0000,News
1238,Sports,By Victor Mather,Chattanooga’s Buzzer-Beater Comes With Something Extra,Overtime? Check. Game on the line? Check. N.C.A.A. tournament at stake? Check.,all,,2022-03-08T14:17:25+0000,News
1239,Business Day,By Emma Goldberg,"Better.com, a mortgage lender and early pandemic winner, announces more layoffs.","The company will let go more than 3,000 employees three months after gaining notoriety for firing 900 workers in a Zoom call.",all,4,2022-03-08T14:38:15+0000,News
1240,Business Day,By Stanley Reed,The European Union seeks independence from Russian oil and gas.,Europe had long trusted in what many thought was a mutually beneficial business relationship. That has changed.,all,5,2022-03-08T15:00:18+0000,News
1241,New York,By Lola Fadulu,"New York City’s students shed their masks, warily, in a pandemic milestone.","A kindergartner in Queens wasn’t quite ready to part with his Mickey Mouse masks. On Staten Island, another kindergartner had lost one of his bottom teeth and couldn’t wait to show off his new smile.",all,,2022-03-08T15:07:25+0000,News
